Vardas              Pavarde             Galutinis      
Vardas46969         Pavarde46969        4.92
Vardas46970         Pavarde46970        3.81
Vardas46971         Pavarde46971        4.12
Vardas46972         Pavarde46972        4.96
Vardas46973         Pavarde46973        4.89
Vardas46974         Pavarde46974        4.59
Vardas46975         Pavarde46975        3.41
Vardas46980         Pavarde46980        3.23
Vardas46987         Pavarde46987        4.25
Vardas46991         Pavarde46991        4.59
Vardas46992         Pavarde46992        3.76
Vardas46993         Pavarde46993        3.13
Vardas46994         Pavarde46994        4.85
Vardas47001         Pavarde47001        3.59
Vardas47002         Pavarde47002        4.95
Vardas47003         Pavarde47003        2.95
Vardas47005         Pavarde47005        4.15
Vardas47006         Pavarde47006        3.03
Vardas47007         Pavarde47007        3.88
Vardas47010         Pavarde47010        4.92
Vardas47011         Pavarde47011        4.32
Vardas47013         Pavarde47013        3.80
Vardas47017         Pavarde47017        2.15
Vardas47018         Pavarde47018        2.49
Vardas47021         Pavarde47021        4.55
Vardas47022         Pavarde47022        2.92
Vardas47023         Pavarde47023        3.09
Vardas47025         Pavarde47025        3.36
Vardas47027         Pavarde47027        3.68
Vardas47029         Pavarde47029        4.13
Vardas47030         Pavarde47030        3.51
Vardas47033         Pavarde47033        3.88
Vardas47034         Pavarde47034        3.85
Vardas47035         Pavarde47035        4.07
Vardas47036         Pavarde47036        4.68
Vardas47044         Pavarde47044        4.61
Vardas47046         Pavarde47046        3.36
Vardas47048         Pavarde47048        3.23
Vardas47050         Pavarde47050        4.01
Vardas47052         Pavarde47052        3.17
Vardas47053         Pavarde47053        2.49
Vardas47054         Pavarde47054        4.27
Vardas47055         Pavarde47055        2.52
Vardas47056         Pavarde47056        2.65
Vardas47064         Pavarde47064        4.01
Vardas47066         Pavarde47066        2.57
Vardas47070         Pavarde47070        2.99
Vardas47073         Pavarde47073        3.12
Vardas47074         Pavarde47074        4.67
Vardas47076         Pavarde47076        3.96
Vardas47077         Pavarde47077        4.15
Vardas47080         Pavarde47080        2.52
Vardas47082         Pavarde47082        4.64
Vardas47085         Pavarde47085        4.39
Vardas47089         Pavarde47089        4.89
Vardas47090         Pavarde47090        3.72
Vardas47093         Pavarde47093        4.19
Vardas47094         Pavarde47094        3.84
Vardas47096         Pavarde47096        3.53
Vardas47099         Pavarde47099        2.71
Vardas47101         Pavarde47101        3.19
Vardas47106         Pavarde47106        4.11
Vardas47107         Pavarde47107        4.08
Vardas47108         Pavarde47108        4.45
Vardas47115         Pavarde47115        3.17
Vardas47116         Pavarde47116        4.81
Vardas47117         Pavarde47117        2.63
Vardas47118         Pavarde47118        3.55
Vardas47124         Pavarde47124        4.97
Vardas47127         Pavarde47127        4.09
Vardas47130         Pavarde47130        4.23
Vardas47131         Pavarde47131        3.84
Vardas47132         Pavarde47132        3.07
Vardas47133         Pavarde47133        3.91
Vardas47143         Pavarde47143        2.36
Vardas47144         Pavarde47144        4.16
Vardas47147         Pavarde47147        2.92
Vardas47149         Pavarde47149        4.37
Vardas47150         Pavarde47150        4.51
Vardas47153         Pavarde47153        4.24
Vardas47155         Pavarde47155        3.63
Vardas47157         Pavarde47157        2.60
Vardas47160         Pavarde47160        3.68
Vardas47163         Pavarde47163        4.24
Vardas47164         Pavarde47164        3.03
Vardas47166         Pavarde47166        3.41
Vardas47167         Pavarde47167        4.20
Vardas47171         Pavarde47171        3.27
Vardas47175         Pavarde47175        4.48
Vardas47178         Pavarde47178        3.44
Vardas47180         Pavarde47180        3.17
Vardas47183         Pavarde47183        3.31
Vardas47184         Pavarde47184        3.75
Vardas47187         Pavarde47187        4.08
Vardas47190         Pavarde47190        3.99
Vardas47192         Pavarde47192        2.57
Vardas47194         Pavarde47194        3.88
Vardas47196         Pavarde47196        4.85
Vardas47198         Pavarde47198        4.36
Vardas47200         Pavarde47200        4.83
Vardas47206         Pavarde47206        4.59
Vardas47207         Pavarde47207        4.09
Vardas47209         Pavarde47209        4.64
Vardas47210         Pavarde47210        4.95
Vardas47212         Pavarde47212        4.17
Vardas47216         Pavarde47216        4.59
Vardas47217         Pavarde47217        2.81
Vardas47221         Pavarde47221        3.83
Vardas47224         Pavarde47224        4.97
Vardas47226         Pavarde47226        3.19
Vardas47227         Pavarde47227        3.12
Vardas47229         Pavarde47229        4.48
Vardas47234         Pavarde47234        4.56
Vardas47238         Pavarde47238        2.69
Vardas47240         Pavarde47240        4.59
Vardas47241         Pavarde47241        3.64
Vardas47242         Pavarde47242        4.48
Vardas47247         Pavarde47247        4.32
Vardas47253         Pavarde47253        4.93
Vardas47254         Pavarde47254        4.83
Vardas47256         Pavarde47256        3.27
Vardas47257         Pavarde47257        2.57
Vardas47259         Pavarde47259        4.43
Vardas47261         Pavarde47261        4.32
Vardas47262         Pavarde47262        2.25
Vardas47264         Pavarde47264        4.81
Vardas47268         Pavarde47268        4.75
Vardas47269         Pavarde47269        4.64
Vardas47281         Pavarde47281        2.73
Vardas47283         Pavarde47283        4.56
Vardas47289         Pavarde47289        4.72
Vardas47294         Pavarde47294        3.19
Vardas47295         Pavarde47295        4.84
Vardas47296         Pavarde47296        3.60
Vardas47297         Pavarde47297        4.51
Vardas47301         Pavarde47301        4.77
Vardas47302         Pavarde47302        4.69
Vardas47305         Pavarde47305        4.75
Vardas47306         Pavarde47306        3.15
Vardas47308         Pavarde47308        4.80
Vardas47310         Pavarde47310        2.92
Vardas47317         Pavarde47317        4.35
Vardas47319         Pavarde47319        3.09
Vardas47322         Pavarde47322        4.72
Vardas47325         Pavarde47325        3.47
Vardas47327         Pavarde47327        4.39
Vardas47328         Pavarde47328        2.57
Vardas47330         Pavarde47330        4.63
Vardas47332         Pavarde47332        4.71
Vardas47338         Pavarde47338        4.77
Vardas47339         Pavarde47339        4.73
Vardas47340         Pavarde47340        3.08
Vardas47345         Pavarde47345        4.61
Vardas47347         Pavarde47347        1.83
Vardas47352         Pavarde47352        4.77
Vardas47354         Pavarde47354        4.69
Vardas47358         Pavarde47358        4.69
Vardas47359         Pavarde47359        4.25
Vardas47360         Pavarde47360        4.87
Vardas47361         Pavarde47361        4.37
Vardas47364         Pavarde47364        4.45
Vardas47366         Pavarde47366        2.95
Vardas47370         Pavarde47370        4.61
Vardas47372         Pavarde47372        4.67
Vardas47373         Pavarde47373        4.23
Vardas47377         Pavarde47377        3.52
Vardas47380         Pavarde47380        3.99
Vardas47385         Pavarde47385        2.60
Vardas47386         Pavarde47386        2.39
Vardas47388         Pavarde47388        4.09
Vardas47389         Pavarde47389        4.17
Vardas47390         Pavarde47390        4.95
Vardas47395         Pavarde47395        3.83
Vardas47397         Pavarde47397        4.31
Vardas47399         Pavarde47399        4.45
Vardas47401         Pavarde47401        4.87
Vardas47402         Pavarde47402        3.83
Vardas47406         Pavarde47406        3.09
Vardas47408         Pavarde47408        3.33
Vardas47409         Pavarde47409        3.41
Vardas47414         Pavarde47414        4.61
Vardas47415         Pavarde47415        3.28
Vardas47416         Pavarde47416        3.28
Vardas47418         Pavarde47418        3.17
Vardas47420         Pavarde47420        3.69
Vardas47421         Pavarde47421        4.20
Vardas47426         Pavarde47426        3.49
Vardas47427         Pavarde47427        4.77
Vardas47429         Pavarde47429        4.12
Vardas47431         Pavarde47431        4.85
Vardas47433         Pavarde47433        4.16
Vardas47434         Pavarde47434        3.99
Vardas47435         Pavarde47435        2.95
Vardas47436         Pavarde47436        3.28
Vardas47437         Pavarde47437        4.80
Vardas47438         Pavarde47438        4.04
Vardas47440         Pavarde47440        3.15
Vardas47449         Pavarde47449        4.71
Vardas47451         Pavarde47451        4.36
Vardas47456         Pavarde47456        4.32
Vardas47457         Pavarde47457        4.96
Vardas47460         Pavarde47460        4.39
Vardas47462         Pavarde47462        3.01
Vardas47463         Pavarde47463        4.59
Vardas47465         Pavarde47465        3.85
Vardas47467         Pavarde47467        2.57
Vardas47469         Pavarde47469        3.63
Vardas47470         Pavarde47470        3.37
Vardas47473         Pavarde47473        3.51
Vardas47476         Pavarde47476        3.17
Vardas47478         Pavarde47478        2.81
Vardas47479         Pavarde47479        4.77
Vardas47481         Pavarde47481        4.99
Vardas47483         Pavarde47483        3.53
Vardas47489         Pavarde47489        2.89
Vardas47490         Pavarde47490        4.45
Vardas47493         Pavarde47493        3.15
Vardas47495         Pavarde47495        4.27
Vardas47497         Pavarde47497        3.47
Vardas47499         Pavarde47499        3.79
Vardas47503         Pavarde47503        2.84
Vardas47505         Pavarde47505        2.93
Vardas47506         Pavarde47506        3.33
Vardas47507         Pavarde47507        4.87
Vardas47511         Pavarde47511        4.37
Vardas47514         Pavarde47514        4.17
Vardas47516         Pavarde47516        2.93
Vardas47520         Pavarde47520        3.15
Vardas47523         Pavarde47523        3.77
Vardas47524         Pavarde47524        3.64
Vardas47525         Pavarde47525        2.84
Vardas47526         Pavarde47526        4.37
Vardas47529         Pavarde47529        4.07
Vardas47534         Pavarde47534        2.71
Vardas47535         Pavarde47535        4.59
Vardas47536         Pavarde47536        3.23
Vardas47537         Pavarde47537        3.73
Vardas47538         Pavarde47538        4.75
Vardas47539         Pavarde47539        2.71
Vardas47542         Pavarde47542        3.12
Vardas47544         Pavarde47544        4.33
Vardas47546         Pavarde47546        3.09
Vardas47548         Pavarde47548        3.05
Vardas47550         Pavarde47550        4.01
Vardas47558         Pavarde47558        4.16
Vardas47561         Pavarde47561        4.01
Vardas47563         Pavarde47563        2.23
Vardas47572         Pavarde47572        3.89
Vardas47573         Pavarde47573        4.55
Vardas47575         Pavarde47575        3.36
Vardas47580         Pavarde47580        2.20
Vardas47581         Pavarde47581        4.59
Vardas47584         Pavarde47584        3.39
Vardas47585         Pavarde47585        3.81
Vardas47587         Pavarde47587        4.61
Vardas47588         Pavarde47588        2.92
Vardas47591         Pavarde47591        4.09
Vardas47593         Pavarde47593        4.75
Vardas47596         Pavarde47596        2.87
Vardas47601         Pavarde47601        4.23
Vardas47602         Pavarde47602        4.32
Vardas47603         Pavarde47603        4.13
Vardas47604         Pavarde47604        4.39
Vardas47605         Pavarde47605        3.55
Vardas47609         Pavarde47609        4.96
Vardas47610         Pavarde47610        2.68
Vardas47613         Pavarde47613        4.60
Vardas47614         Pavarde47614        3.25
Vardas47615         Pavarde47615        4.15
Vardas47616         Pavarde47616        2.33
Vardas47618         Pavarde47618        4.32
Vardas47619         Pavarde47619        2.60
Vardas47620         Pavarde47620        3.88
Vardas47621         Pavarde47621        4.88
Vardas47622         Pavarde47622        4.69
Vardas47628         Pavarde47628        4.43
Vardas47629         Pavarde47629        4.04
Vardas47630         Pavarde47630        4.56
Vardas47632         Pavarde47632        3.56
Vardas47634         Pavarde47634        3.83
Vardas47636         Pavarde47636        4.37
Vardas47639         Pavarde47639        4.92
Vardas47640         Pavarde47640        4.64
Vardas47641         Pavarde47641        4.40
Vardas47644         Pavarde47644        4.99
Vardas47646         Pavarde47646        2.39
Vardas47648         Pavarde47648        3.59
Vardas47655         Pavarde47655        4.48
Vardas47658         Pavarde47658        2.71
Vardas47659         Pavarde47659        4.39
Vardas47662         Pavarde47662        4.57
Vardas47665         Pavarde47665        3.20
Vardas47667         Pavarde47667        4.19
Vardas47673         Pavarde47673        2.84
Vardas47678         Pavarde47678        2.81
Vardas47684         Pavarde47684        4.83
Vardas47686         Pavarde47686        3.89
Vardas47687         Pavarde47687        3.49
Vardas47690         Pavarde47690        3.49
Vardas47691         Pavarde47691        3.44
Vardas47692         Pavarde47692        3.89
Vardas47694         Pavarde47694        4.03
Vardas47696         Pavarde47696        3.89
Vardas47697         Pavarde47697        2.63
Vardas47700         Pavarde47700        4.12
Vardas47701         Pavarde47701        2.52
Vardas47704         Pavarde47704        3.49
Vardas47707         Pavarde47707        4.67
Vardas47710         Pavarde47710        2.23
Vardas47711         Pavarde47711        2.92
Vardas47715         Pavarde47715        4.61
Vardas47721         Pavarde47721        3.56
Vardas47722         Pavarde47722        2.65
Vardas47725         Pavarde47725        4.88
Vardas47726         Pavarde47726        2.71
Vardas47728         Pavarde47728        4.91
Vardas47743         Pavarde47743        3.15
Vardas47747         Pavarde47747        3.69
Vardas47748         Pavarde47748        4.24
Vardas47750         Pavarde47750        3.75
Vardas47758         Pavarde47758        4.40
Vardas47760         Pavarde47760        4.19
Vardas47770         Pavarde47770        4.08
Vardas47780         Pavarde47780        4.79
Vardas47783         Pavarde47783        4.07
Vardas47785         Pavarde47785        4.77
Vardas47790         Pavarde47790        4.09
Vardas47792         Pavarde47792        3.19
Vardas47794         Pavarde47794        3.53
Vardas47796         Pavarde47796        4.17
Vardas47798         Pavarde47798        2.84
Vardas47803         Pavarde47803        4.12
Vardas47804         Pavarde47804        3.39
Vardas47808         Pavarde47808        3.01
Vardas47810         Pavarde47810        4.72
Vardas47813         Pavarde47813        3.11
Vardas47816         Pavarde47816        4.67
Vardas47818         Pavarde47818        4.64
Vardas47819         Pavarde47819        4.23
Vardas47822         Pavarde47822        4.69
Vardas47827         Pavarde47827        2.76
Vardas47834         Pavarde47834        3.17
Vardas47836         Pavarde47836        4.17
Vardas47838         Pavarde47838        3.79
Vardas47839         Pavarde47839        4.61
Vardas47841         Pavarde47841        4.01
Vardas47845         Pavarde47845        2.57
Vardas47846         Pavarde47846        2.95
Vardas47850         Pavarde47850        4.64
Vardas47854         Pavarde47854        3.96
Vardas47856         Pavarde47856        4.83
Vardas47857         Pavarde47857        4.13
Vardas47860         Pavarde47860        3.09
Vardas47861         Pavarde47861        4.45
Vardas47868         Pavarde47868        4.95
Vardas47869         Pavarde47869        3.47
Vardas47871         Pavarde47871        4.89
Vardas47875         Pavarde47875        3.03
Vardas47876         Pavarde47876        3.61
Vardas47877         Pavarde47877        3.28
Vardas47878         Pavarde47878        2.63
Vardas47889         Pavarde47889        4.04
Vardas47890         Pavarde47890        3.80
Vardas47892         Pavarde47892        4.53
Vardas47895         Pavarde47895        4.07
Vardas47898         Pavarde47898        3.36
Vardas47899         Pavarde47899        3.85
Vardas47900         Pavarde47900        3.79
Vardas47903         Pavarde47903        4.49
Vardas47905         Pavarde47905        4.23
Vardas47907         Pavarde47907        3.91
Vardas47911         Pavarde47911        4.67
Vardas47912         Pavarde47912        2.52
Vardas47913         Pavarde47913        4.61
Vardas47915         Pavarde47915        3.95
Vardas47916         Pavarde47916        4.75
Vardas47917         Pavarde47917        3.31
Vardas47919         Pavarde47919        3.99
Vardas47921         Pavarde47921        4.28
Vardas47922         Pavarde47922        3.68
Vardas47923         Pavarde47923        4.44
Vardas47930         Pavarde47930        3.93
Vardas47935         Pavarde47935        4.96
Vardas47943         Pavarde47943        2.65
Vardas47946         Pavarde47946        4.20
Vardas47947         Pavarde47947        3.83
Vardas47948         Pavarde47948        3.91
Vardas47949         Pavarde47949        4.97
Vardas47950         Pavarde47950        4.75
Vardas47951         Pavarde47951        2.68
Vardas47955         Pavarde47955        4.04
Vardas47959         Pavarde47959        2.28
Vardas47961         Pavarde47961        4.87
Vardas47965         Pavarde47965        4.04
Vardas47966         Pavarde47966        4.64
Vardas47967         Pavarde47967        2.89
Vardas47970         Pavarde47970        3.23
Vardas47975         Pavarde47975        3.85
Vardas47977         Pavarde47977        4.15
Vardas47979         Pavarde47979        4.67
Vardas47981         Pavarde47981        3.65
Vardas47983         Pavarde47983        4.35
Vardas47984         Pavarde47984        4.17
Vardas47986         Pavarde47986        2.97
Vardas47991         Pavarde47991        2.47
Vardas47992         Pavarde47992        2.68
Vardas47993         Pavarde47993        4.15
Vardas47995         Pavarde47995        2.55
Vardas47997         Pavarde47997        4.76
Vardas47999         Pavarde47999        2.36
Vardas48003         Pavarde48003        3.77
Vardas48008         Pavarde48008        3.61
Vardas48013         Pavarde48013        4.32
Vardas48014         Pavarde48014        3.73
Vardas48015         Pavarde48015        3.07
Vardas48016         Pavarde48016        4.09
Vardas48018         Pavarde48018        2.68
Vardas48022         Pavarde48022        4.76
Vardas48024         Pavarde48024        4.07
Vardas48025         Pavarde48025        4.75
Vardas48028         Pavarde48028        3.12
Vardas48031         Pavarde48031        2.97
Vardas48032         Pavarde48032        3.84
Vardas48034         Pavarde48034        3.71
Vardas48038         Pavarde48038        3.25
Vardas48039         Pavarde48039        4.39
Vardas48041         Pavarde48041        3.21
Vardas48050         Pavarde48050        3.23
Vardas48051         Pavarde48051        3.47
Vardas48052         Pavarde48052        4.35
Vardas48054         Pavarde48054        3.91
Vardas48056         Pavarde48056        3.57
Vardas48060         Pavarde48060        2.73
Vardas48061         Pavarde48061        3.01
Vardas48065         Pavarde48065        2.60
Vardas48066         Pavarde48066        3.28
Vardas48067         Pavarde48067        3.15
Vardas48068         Pavarde48068        2.73
Vardas48073         Pavarde48073        4.35
Vardas48074         Pavarde48074        4.35
Vardas48077         Pavarde48077        4.23
Vardas48078         Pavarde48078        3.61
Vardas48079         Pavarde48079        2.81
Vardas48080         Pavarde48080        3.05
Vardas48081         Pavarde48081        3.96
Vardas48082         Pavarde48082        4.79
Vardas48085         Pavarde48085        2.65
Vardas48087         Pavarde48087        3.63
Vardas48089         Pavarde48089        3.80
Vardas48091         Pavarde48091        2.81
Vardas48093         Pavarde48093        3.81
Vardas48100         Pavarde48100        3.85
Vardas48105         Pavarde48105        4.36
Vardas48107         Pavarde48107        4.53
Vardas48109         Pavarde48109        3.11
Vardas48112         Pavarde48112        4.20
Vardas48118         Pavarde48118        3.35
Vardas48119         Pavarde48119        3.36
Vardas48120         Pavarde48120        3.88
Vardas48121         Pavarde48121        3.55
Vardas48123         Pavarde48123        3.57
Vardas48124         Pavarde48124        2.73
Vardas48132         Pavarde48132        3.03
Vardas48136         Pavarde48136        3.15
Vardas48144         Pavarde48144        3.27
Vardas48146         Pavarde48146        3.16
Vardas48147         Pavarde48147        2.80
Vardas48151         Pavarde48151        3.49
Vardas48153         Pavarde48153        2.68
Vardas48154         Pavarde48154        3.20
Vardas48155         Pavarde48155        2.73
Vardas48156         Pavarde48156        4.41
Vardas48158         Pavarde48158        4.95
Vardas48160         Pavarde48160        4.07
Vardas48161         Pavarde48161        3.76
Vardas48162         Pavarde48162        4.57
Vardas48163         Pavarde48163        2.57
Vardas48164         Pavarde48164        3.95
Vardas48167         Pavarde48167        3.59
Vardas48168         Pavarde48168        2.52
Vardas48169         Pavarde48169        2.71
Vardas48172         Pavarde48172        3.59
Vardas48173         Pavarde48173        4.20
Vardas48177         Pavarde48177        3.36
Vardas48183         Pavarde48183        3.47
Vardas48184         Pavarde48184        3.00
Vardas48185         Pavarde48185        3.81
Vardas48191         Pavarde48191        3.64
Vardas48192         Pavarde48192        2.33
Vardas48194         Pavarde48194        4.15
Vardas48200         Pavarde48200        4.24
Vardas48206         Pavarde48206        4.36
Vardas48207         Pavarde48207        2.96
Vardas48209         Pavarde48209        3.16
Vardas48210         Pavarde48210        2.65
Vardas48212         Pavarde48212        4.20
Vardas48213         Pavarde48213        3.63
Vardas48218         Pavarde48218        4.00
Vardas48219         Pavarde48219        3.59
Vardas48220         Pavarde48220        3.67
Vardas48227         Pavarde48227        2.52
Vardas48230         Pavarde48230        3.97
Vardas48234         Pavarde48234        3.00
Vardas48235         Pavarde48235        3.91
Vardas48237         Pavarde48237        4.76
Vardas48240         Pavarde48240        4.53
Vardas48247         Pavarde48247        3.41
Vardas48250         Pavarde48250        2.68
Vardas48252         Pavarde48252        2.47
Vardas48253         Pavarde48253        2.63
Vardas48255         Pavarde48255        3.13
Vardas48257         Pavarde48257        3.44
Vardas48258         Pavarde48258        2.60
Vardas48263         Pavarde48263        4.67
Vardas48269         Pavarde48269        3.99
Vardas48270         Pavarde48270        3.01
Vardas48274         Pavarde48274        3.83
Vardas48275         Pavarde48275        3.44
Vardas48276         Pavarde48276        4.59
Vardas48277         Pavarde48277        4.01
Vardas48279         Pavarde48279        4.60
Vardas48281         Pavarde48281        4.33
Vardas48288         Pavarde48288        2.55
Vardas48290         Pavarde48290        4.43
Vardas48299         Pavarde48299        4.59
Vardas48301         Pavarde48301        3.85
Vardas48302         Pavarde48302        4.68
Vardas48303         Pavarde48303        3.16
Vardas48304         Pavarde48304        2.84
Vardas48305         Pavarde48305        4.67
Vardas48308         Pavarde48308        2.63
Vardas48309         Pavarde48309        2.65
Vardas48310         Pavarde48310        4.36
Vardas48311         Pavarde48311        4.59
Vardas48314         Pavarde48314        4.95
Vardas48317         Pavarde48317        2.99
Vardas48321         Pavarde48321        4.89
Vardas48325         Pavarde48325        3.40
Vardas48327         Pavarde48327        3.12
Vardas48329         Pavarde48329        2.95
Vardas48331         Pavarde48331        2.59
Vardas48337         Pavarde48337        2.80
Vardas48338         Pavarde48338        3.17
Vardas48339         Pavarde48339        4.04
Vardas48342         Pavarde48342        2.84
Vardas48345         Pavarde48345        3.49
Vardas48348         Pavarde48348        3.28
Vardas48354         Pavarde48354        2.79
Vardas48356         Pavarde48356        3.93
Vardas48357         Pavarde48357        3.83
Vardas48360         Pavarde48360        4.56
Vardas48361         Pavarde48361        3.83
Vardas48363         Pavarde48363        3.19
Vardas48365         Pavarde48365        2.79
Vardas48366         Pavarde48366        3.77
Vardas48370         Pavarde48370        3.85
Vardas48371         Pavarde48371        4.12
Vardas48372         Pavarde48372        4.75
Vardas48375         Pavarde48375        4.85
Vardas48387         Pavarde48387        3.68
Vardas48388         Pavarde48388        3.75
Vardas48390         Pavarde48390        3.72
Vardas48391         Pavarde48391        2.63
Vardas48392         Pavarde48392        3.28
Vardas48396         Pavarde48396        4.33
Vardas48400         Pavarde48400        3.01
Vardas48402         Pavarde48402        4.09
Vardas48404         Pavarde48404        3.20
Vardas48407         Pavarde48407        3.20
Vardas48415         Pavarde48415        4.48
Vardas48418         Pavarde48418        2.91
Vardas48419         Pavarde48419        3.23
Vardas48420         Pavarde48420        4.64
Vardas48423         Pavarde48423        3.49
Vardas48424         Pavarde48424        4.11
Vardas48431         Pavarde48431        2.49
Vardas48432         Pavarde48432        4.44
Vardas48435         Pavarde48435        4.23
Vardas48436         Pavarde48436        3.36
Vardas48437         Pavarde48437        3.16
Vardas48441         Pavarde48441        2.63
Vardas48443         Pavarde48443        2.87
Vardas48444         Pavarde48444        2.84
Vardas48447         Pavarde48447        4.04
Vardas48448         Pavarde48448        3.56
Vardas48452         Pavarde48452        4.71
Vardas48453         Pavarde48453        4.55
Vardas48455         Pavarde48455        3.28
Vardas48456         Pavarde48456        4.75
Vardas48459         Pavarde48459        2.60
Vardas48460         Pavarde48460        3.16
Vardas48462         Pavarde48462        3.65
Vardas48469         Pavarde48469        3.31
Vardas48470         Pavarde48470        3.91
Vardas48477         Pavarde48477        3.79
Vardas48480         Pavarde48480        2.71
Vardas48482         Pavarde48482        4.88
Vardas48484         Pavarde48484        2.52
Vardas48488         Pavarde48488        3.61
Vardas48489         Pavarde48489        3.81
Vardas48490         Pavarde48490        2.25
Vardas48491         Pavarde48491        3.80
Vardas48493         Pavarde48493        3.01
Vardas48494         Pavarde48494        3.45
Vardas48500         Pavarde48500        4.77
Vardas48502         Pavarde48502        2.93
Vardas48503         Pavarde48503        4.96
Vardas48507         Pavarde48507        2.63
Vardas48510         Pavarde48510        3.56
Vardas48511         Pavarde48511        4.43
Vardas48514         Pavarde48514        4.59
Vardas48515         Pavarde48515        3.65
Vardas48518         Pavarde48518        3.09
Vardas48520         Pavarde48520        3.77
Vardas48521         Pavarde48521        3.95
Vardas48522         Pavarde48522        3.68
Vardas48523         Pavarde48523        4.25
Vardas48529         Pavarde48529        3.20
Vardas48530         Pavarde48530        4.56
Vardas48532         Pavarde48532        4.69
Vardas48533         Pavarde48533        4.84
Vardas48534         Pavarde48534        3.88
Vardas48536         Pavarde48536        4.17
Vardas48539         Pavarde48539        3.96
Vardas48541         Pavarde48541        2.92
Vardas48543         Pavarde48543        3.88
Vardas48547         Pavarde48547        2.68
Vardas48550         Pavarde48550        3.27
Vardas48553         Pavarde48553        4.08
Vardas48555         Pavarde48555        4.69
Vardas48557         Pavarde48557        3.20
Vardas48560         Pavarde48560        4.56
Vardas48561         Pavarde48561        2.52
Vardas48563         Pavarde48563        3.40
Vardas48565         Pavarde48565        3.05
Vardas48569         Pavarde48569        2.89
Vardas48570         Pavarde48570        3.44
Vardas48574         Pavarde48574        4.81
Vardas48593         Pavarde48593        3.07
Vardas48598         Pavarde48598        3.75
Vardas48600         Pavarde48600        4.17
Vardas48605         Pavarde48605        3.23
Vardas48606         Pavarde48606        2.71
Vardas48607         Pavarde48607        2.95
Vardas48612         Pavarde48612        3.44
Vardas48614         Pavarde48614        4.28
Vardas48616         Pavarde48616        3.15
Vardas48618         Pavarde48618        4.77
Vardas48619         Pavarde48619        3.43
Vardas48620         Pavarde48620        3.47
Vardas48621         Pavarde48621        2.89
Vardas48626         Pavarde48626        4.23
Vardas48627         Pavarde48627        3.53
Vardas48628         Pavarde48628        3.63
Vardas48631         Pavarde48631        3.71
Vardas48634         Pavarde48634        4.55
Vardas48635         Pavarde48635        3.65
Vardas48637         Pavarde48637        3.76
Vardas48638         Pavarde48638        4.35
Vardas48641         Pavarde48641        2.92
Vardas48642         Pavarde48642        3.15
Vardas48643         Pavarde48643        4.89
Vardas48645         Pavarde48645        2.76
Vardas48647         Pavarde48647        3.04
Vardas48650         Pavarde48650        4.09
Vardas48651         Pavarde48651        3.12
Vardas48657         Pavarde48657        3.55
Vardas48658         Pavarde48658        4.97
Vardas48662         Pavarde48662        3.55
Vardas48663         Pavarde48663        3.83
Vardas48666         Pavarde48666        2.73
Vardas48673         Pavarde48673        3.52
Vardas48674         Pavarde48674        3.12
Vardas48677         Pavarde48677        2.95
Vardas48681         Pavarde48681        3.39
Vardas48682         Pavarde48682        3.55
Vardas48683         Pavarde48683        2.57
Vardas48686         Pavarde48686        2.55
Vardas48687         Pavarde48687        4.79
Vardas48690         Pavarde48690        4.49
Vardas48695         Pavarde48695        3.20
Vardas48697         Pavarde48697        4.57
Vardas48705         Pavarde48705        2.69
Vardas48709         Pavarde48709        3.36
Vardas48715         Pavarde48715        4.39
Vardas48721         Pavarde48721        4.36
Vardas48722         Pavarde48722        3.47
Vardas48724         Pavarde48724        4.93
Vardas48725         Pavarde48725        4.29
Vardas48726         Pavarde48726        2.92
Vardas48728         Pavarde48728        4.79
Vardas48731         Pavarde48731        3.88
Vardas48732         Pavarde48732        3.01
Vardas48734         Pavarde48734        4.19
Vardas48739         Pavarde48739        4.04
Vardas48741         Pavarde48741        2.95
Vardas48743         Pavarde48743        4.59
Vardas48745         Pavarde48745        4.61
Vardas48747         Pavarde48747        4.08
Vardas48749         Pavarde48749        2.65
Vardas48750         Pavarde48750        2.69
Vardas48751         Pavarde48751        3.00
Vardas48752         Pavarde48752        4.39
Vardas48757         Pavarde48757        3.27
Vardas48758         Pavarde48758        3.59
Vardas48763         Pavarde48763        4.48
Vardas48764         Pavarde48764        2.68
Vardas48765         Pavarde48765        2.73
Vardas48766         Pavarde48766        4.72
Vardas48769         Pavarde48769        4.17
Vardas48772         Pavarde48772        4.52
Vardas48773         Pavarde48773        3.93
Vardas48774         Pavarde48774        4.69
Vardas48775         Pavarde48775        4.76
Vardas48779         Pavarde48779        3.55
Vardas48782         Pavarde48782        4.91
Vardas48784         Pavarde48784        2.84
Vardas48790         Pavarde48790        3.37
Vardas48792         Pavarde48792        4.19
Vardas48798         Pavarde48798        3.39
Vardas48802         Pavarde48802        4.45
Vardas48807         Pavarde48807        3.23
Vardas48808         Pavarde48808        4.20
Vardas48809         Pavarde48809        3.16
Vardas48810         Pavarde48810        4.37
Vardas48811         Pavarde48811        4.33
Vardas48812         Pavarde48812        4.56
Vardas48814         Pavarde48814        4.01
Vardas48818         Pavarde48818        3.25
Vardas48820         Pavarde48820        4.45
Vardas48827         Pavarde48827        3.07
Vardas48835         Pavarde48835        3.69
Vardas48837         Pavarde48837        2.68
Vardas48838         Pavarde48838        2.68
Vardas48839         Pavarde48839        4.17
